surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
Davis,Linda,6770601554,6128626942,9093.8,10809,1715.2,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Delacruz,Phillip,4501271268,4497771501,18547.17,20454,1906.83,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
DHOKOTERA,Kimberly,8370477244,7444709161,5034.14,12094,7059.86,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
DUBE,Michael,8389148416,7489694854,3770.26,36731,32960.74,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
DUBE,Michelle,8389148416,7489694854,3581.95,6377,2795.05,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
DUBE,Gina,8389148416,7489694854,30572.4,30861,288.6,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
DUBE,Ashley,8389148416,7489694854,7488.64,50253,42764.36,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Fisher,Louis,9599002502,5218803866,3932.96,52701,48768.04,Rands,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
Fleming,Victoria,6340007440,4316483340,1416.82,50784,49367.18,us dollar,Rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Foster,Sarah,7466302779,5103043844,6940.25,12896,5955.75,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Fox,Monique,3860436187,2266691079,26784.93,120429.2,93644.26,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Garner,Michael,4331853125,2939111542,8360.52,11813,3452.48,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
GEMU,Kristina,8456279067,8073790137,9545.89,48871.73,39325.84,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
GEZI,Martin,8456279067,8073790137,12533.91,208023,195489.09,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Gill,Stephanie,3873090207,4497771501,18799.27,48061,29261.73,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Glover,Elizabeth,7785245954,4106959965,5415.87,21047,15631.13,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Gonzalez,Patricia,3325888911,4494252192,861.25,1168,306.75,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Gregory,Christopher,6086421020,7011505686,9910.55,34444,24533.45,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
GUHWA,Tina,8501920513,9722096196,18355.13,21066,2710.87,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_2,"
GUKUTA,Debra,8501920513,2121314434,6590.08,102983,96392.92,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Behavioural_Change_2,"
GWAZIWA,Phillip,8537288551,2655675972,6891.56,41921,35029.44,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Behavioural_Change_2,"
GWENJE,Ashley,8537288551,7005769824,17392.39,21343,3950.61,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_2,"
Hardy,Susan,5552304606,3120350918,4286.55,50784,46497.45,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Hernandez,Jason,7788310039,5103043844,30347.46,51485,21137.54,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Hodges,Angela,3614082527,5318241045,3494.35,9041,5546.65,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Horn,Christopher,6545638988,4723035903,3314.5,31073,27758.5,rands,Rands,France,south Africa,Cross-border,1,"Structuring,"
Jakachira,EFFORT,675669049,4497771501,60955.8,13700000,13795345.27,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Jenkins,William,6340007440,4316483340,5982.64,10445,4462.36,us dollar,Rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Johnson,Sabrina,6541552727,2877832458,85.51,174,88.49,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Johnson,Brenda,6644494660,3655768972,15176.05,20183,5006.95,Pula,kwacha,Turkey,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Jordan,Willie,3180939545,8122679649,9500.28,11470,1969.72,us dollar,rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Juarez,Mary,6652024436,2552732171,14331.86,75386,61054.14,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Fan_Out,"
KAGURABADZA,Cassandra,8753869372,4497771501,1339.12,257710,256370.88,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
KATSANDE,Scott,8942092633,9278139252,5687.16,11206,5518.84,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Key,Frank,4014748430,6052642343,5805.73,15004,9198.27,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Layered_Fan_Out,"
King,Kendra,3510078932,823626823,534.45,27745.94,27211.48,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
King,Shawn,6770601554,6128626942,93.71,20051,19957.29,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Koch,Antonio,6086421020,7011505686,8794.17,30178,21383.83,Rands,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
KUNONGA,Jeff,8987848252,3809653464,27077.71,30870,3792.29,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
KUPARA,Mary,8987848252,3809653464,4248.89,10819,6570.11,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Lam,Margaret,3023037899,5103043844,9580.53,21528,11947.47,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Lam,Margaret,6650635027,194370112,11958.69,20964,9005.31,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Lam,Margaret,6770601554,6128626942,6513.41,24093,17579.59,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Lambert,Stacy,6340007440,4316483340,131.15,4511,4379.85,us dollar,Rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Lewis,Savannah,3591030456,1601392910,18118.07,106582,88463.93,us dollar,rands,ZIM,South Africa,Cross-border,1,"Layered_Fan_Out,"
Love,Katherine,3329586066,3086341355,4253.87,177672.95,173419.08,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Lowe,Barbara,6770601554,6128626942,7475.23,64725.44,57250.21,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
MABIZA,Sophia,9007044451,3155814024,5520.29,89639,84118.71,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
MADZIMA,Denise,6141403326,5103043844,6557.51,107056.04,100498.52,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Makwavarara,HOPE TATENDA,1275253161,5103043844,83160.3,10960935.25,11044095.55,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Mangunda,FARAI,1416418992,4526571397,217719.26,15400000,15591626.74,us dollar,rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Mangwanda,RUTENDO,1422891634,4497771501,244191.87,15600000,15880760.64,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Mangwende,RUTENDO TATENDA,1424693007,2692927449,198132.96,16000000,16201414.08,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_2,"
Manjoro,OMEGA,1424693007,874243212,175162.43,17200000,17329683.78,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_2,"
Manyere,Benedict Tapiwa,1471451496,1773720798,503076.22,20200000,20725246.74,us dollar,rands,South Africa,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Mapfumo,TOBY,1600149721,2098207133,2273.88,10946,8672.12,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapika,Ashley Ursula,1600149721,2098207133,21098.49,81092,59993.51,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapimhidze,RINDAI LILIAN,1600149721,2098207133,6318.31,40635,34316.69,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapingure,TINASHE M,1600149721,2098207133,3785.49,20426,16640.51,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapira,MEMORY,1600149721,2098207133,9.53,774,764.47,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapiye,PAIDAMOYO,1600149721,2098207133,9059.91,29303,20243.09,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapokotera,LOCADIA GRACE,1600149721,2098207133,12505.47,107550,95044.53,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapona,Lisa,1600149721,2098207133,6784.39,21226,14441.61,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Maponga,Christopher,1600149721,2098207133,4157.98,11763,7605.02,us dollar,rands,Botswana,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Mareya,Corey,1775046511,4497771501,591.86,20871,20279.14,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Masukume,PERESINA SIMBISO,2060128523,7123586124,12937.75,14413,1475.25,us dollar,rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Matthews,Christopher,7501327339,3546968911,9962.91,11273,1310.09,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Maziwisa,Kristen,2412955813,5103043844,11231.74,301720,290488.26,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Mazombe,Christine,2412955813,5103043844,3408.82,15388,11979.18,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Mclaughlin,Natasha,3580636597,5103043844,11446.18,36560,25113.82,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Mcmahon,Jason,3950352859,369478349,3367.18,20973,17605.82,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Mendez,Margaret,3614082527,5318241045,73688.88,157212,83523.12,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Mendez,Lisa,3950352859,4018210228,3323.2,30964,27640.8,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Mendez,Margaret,6127913747,8384869861,907.82,10722,9814.18,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Foward,"
Mendoza,Nathan,7758268667,9609750441,402.46,1704,1301.54,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Mills,Tyler,7044608957,9830312092,6344.03,11678,5333.97,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Mitchell,Shelby,2895553970,1037148451,3041.32,10863,7821.68,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
MUCHEKI,Tamara,5982914936,5903480509,10707.94,268831.88,258123.94,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Murphy,Stephanie,6123762963,4669358479,5535.09,11408,5872.91,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
MUTYEBUKA,Vincent,5982914936,5903480509,5044.45,92540.02,87495.57,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Muzorewa,Margaret,9707989791,4497771501,6879.47,29413,22533.53,rands,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Ndandarika,Jason,2972193348,5103043844,159.67,21201,21041.33,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Ndoro,Katherine,2972193348,5103043844,3372.29,41398,38025.71,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Nelson,Barbara,6345198198,5764915429,11486.51,15005,3518.49,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Nolan,Sabrina,6088569153,5098225823,339.82,12076,11736.18,us dollar,Rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Norman,Barbara,6770601554,6128626942,194.61,15719,15524.39,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Nyakasikana,Jeffrey,2972193348,5103043844,1817.51,32230,30412.49,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
NZOMBE,Jim,9287589980,5103043844,280.58,125235,124954.42,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Obrien,Kayla,7788310039,5103043844,345.6,2035,1689.4,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Orozco,Michael,7078200557,2278896409,1451.27,20569,19117.73,us dollar,rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Padilla,Joanne,6770601554,6128626942,8024.95,90957,82932.05,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Patterson,Christopher,3023037899,5103043844,2984.13,20926,17941.87,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Perez,Amber,6596655355,5542800888,10240.14,14203,3962.86,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
PFENDE,Matthew,7877257337,4497771501,14223.81,1077708.98,1063485.17,us dollar,rands,ZIM,South Africa,Cross-border,1,"Structuring,"
Price,Julian,6653699393,9771156850,1686.31,29724,28037.69,Rands,Rands,UAE,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Pruitt,Mary,6134536417,6928675680,2676.95,40749,38072.05,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Ray,Margaret,5617532830,4497771501,18353.66,20707,2353.34,us dollar,rands,zim,South Africa,Cross-border,1,"Structuring,"
Reyes,Tabitha,3950352859,6634393258,8050.4,35611,27560.6,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Richards,Kelsey,3342935265,5218803866,14270.1,20685,6414.9,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
Roach,Nancy,6652024436,2585134008,6175.41,28170,21994.59,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Fan_Out,"
Roberts,Anthony,3510078932,823626823,8061.02,19863,11801.98,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Roberts,Jesse,7774176446,7441547021,17549.8,38725,21175.2,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Robertson,Phillip,6770601554,6128626942,8627.32,19946,11318.68,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Rodgers,Christopher,3580636597,5103043844,4081.19,31381,27299.81,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Rodriguez,Melissa,6770601554,6128626942,7826.37,102206.12,94379.74,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
RUCHAKA,Aaron,9352740070,5218803866,5184.9,283509,278324.1,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
RUTENDE,Rebecca,9387530683,1787992191,5393.59,162844.14,157450.55,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Sanchez,Julie,3950352859,3305794289,4405.43,5126,720.57,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Behavioural_Change_1,"
Sandoval,Samuel,4913551727,4723035903,634.41,18396.16,17761.75,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
SANGANZA,Mary,9430804295,6085677362,1129.23,11547,10417.77,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Single_large,"
Santos,Adam,6854382721,9214218788,5288.3,66748,61459.7,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Deposit-Send,"
SENZERE,Joseph,9490679180,5103043844,25193.48,59987,34793.52,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SHANGE,Shelby,9490679180,5103043844,9534.12,99001,89466.88,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SHANGWA,Kristen,6770601554,6128626942,379.49,590,210.51,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
SHARARA,George,9490679180,5103043844,1936.39,10865,8928.61,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SHEMU,Kathy,9490679180,5103043844,3604.1,10691,7086.9,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Sherman,Juan,6596655355,5542800888,1945.08,11601,9655.92,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Sherman,Juan,7501327339,3546968911,11213.75,21343,10129.25,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
SHUMBAMHINI,Alan,9508689417,5103043844,8163.21,89639,81475.79,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SHURO,Jennifer,9508689417,5103043844,6090.58,17079,10988.42,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SILIKA,Lauren,9508689417,5103043844,515.09,2920.4,2405.31,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Smith,Jessica,3567089560,4547973270,12585.63,19908,7322.37,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Periodical,"
Smith,Ellen,6086421020,7011505686,7813.63,21084.94,13271.31,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Smith,Amanda,6495167395,1036966315,5647.66,242264,236616.34,us dollar,kwacha,ZIM,south Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Smith,Morgan,6653699393,9771156850,6811.97,81564,74752.02,Rands,Rands,UAE,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Smith,Morgan,7501327339,3546968911,11519.08,16462,4942.92,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Stark,Debra,6770601554,6128626942,4921.89,30921,25999.11,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Stark,Adam,7391973347,3339772548,20418.78,29903,9484.22,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Cash_Withdrawal,"
Stevens,John,3023037899,5103043844,803.99,3079,2275.01,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
SUNHWA,Jeffrey,9562274039,1634056830,435.66,29910,29474.34,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Deposit-Send,"
TANGIRAI,Tina,7428685692,6905979898,18046.61,21146,3099.39,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
TANYARADZWA Y,JIBA,9965419082,2585012272,5100.97,850079.22,844978.25,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Deposit-Send,"
TAWONGA,Sarah,5047305009,5993600544,8968.46,68865.05,59896.59,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Single_large,"
Taylor,Angela,5028744894,344014011,4350.69,6071,1720.31,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Plus_Mutual,"
Taylor,Barbara,5030100545,51935521,10665.1,13112,2446.9,us dollar,rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Taylor,Barbara,6770601554,6128626942,498.45,1036,537.55,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
TEMBO,Lindsay,5982914936,5903480509,2516.44,6765,4248.56,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Thornton,Amber,3764972093,5183998157,1687.75,30098,28410.25,us dollar,rands,ZIM,South Africa,Cross-border,1,"Single_large,"
Tonderai,Cheryl,9749980386,6279030684,19447.13,21503,2055.87,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Deposit-Send,"
Tran,Nicholas,6764548823,497786955,19248.78,30652,11403.22,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Vance,Amanda,6770601554,6128626942,7515.13,11218,3702.87,us dollar,rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Wall,Mary,6086421020,7011505686,210.57,7007,6796.43,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Fan_Out,"
Wallace,Gregory,6340007440,4316483340,9406.93,49544,40137.07,us dollar,Rands,ZIM,South Africa,Cash Withdrawal,1,"Cash_Withdrawal,"
Walls,Renee,5074743934,5218803866,5327.81,11637,6309.19,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
Walsh,Stacy,7788310039,5103043844,4680.12,48858.71,44178.59,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_In,"
Walters,Steven,6051946283,5218803866,1617.75,20587,18969.25,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Structuring,"
Washington,Carrie,3941982399,7542072066,17685.68,174285,156599.32,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Small_Fan_Out,"
Washington,Carrie,3950352859,1574251475,10211.96,31064,20852.04,us dollar,Rands,ZIM,south Africa,Cross-border,1,"Behavioural_Change_1,"
Washington,Jacqueline,7758268667,9609750441,8110.36,15479,7368.64,us dollar,rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
Williams,Michael,4767587845,1716691725,6053.43,20939,14885.57,us dollar,Rands,ZIM,South Africa,Cross-border,1,"Layered_Fan_Out,"
Williams,Joanne,7078200557,2989656913,45.64,49692,49646.36,us dollar,kwacha,ZIM,south Africa,Cross-border,1,"Deposit-Send,"
Williamson,Christie,7501327339,3546968911,6111.1,31574,25462.9,us dollar,Rands,ZIM,South Africa,Cross-border,0,"Normal_Fan_Out,"
WINDIZI,Sarah,5748489103,5373239176,11510.71,227526,216015.29,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Wood,Mark,6123762963,6350972201,1434.08,79925,78490.92,us dollar,rands,ZIM,South Africa,Cross-border,1,"Behavioural_Change_1,"
Woods,Michelle,3567089560,4547973270,37972.97,51246,13273.03,us dollar,Rands,ZIM,south Africa,Cross-border,0,"Normal_Periodical,"
Chidziva,WINNETY,403526894,6873391515,377980.12,9817770.85,10195750.97,us dollar,US dollar,ZIM,Spain,Cross-border,1,"Behavioural_Change_1,"
Curtis,Pamela,4055431970,7353974647,322.06,9902,9579.94,us dollar,Rands,ZIM,Spain,Cross-border,0,"Normal_Small_Fan_Out,"
Estrada,Paula,7746906760,9484198252,2196.69,11036,8839.31,us dollar,Rands,ZIM,Spain,Cross-border,0,"Normal_Small_Fan_Out,"
Francis,Michael,3950352859,9363716433,1849.56,10426,8576.44,us dollar,Rands,ZIM,Spain,Cross-border,1,"Behavioural_Change_1,"
Gibson,Margaret,7017008854,3714297114,6089.14,30961,24871.86,us dollar,Rands,ZIM,Spain,Cross-border,0,"Normal_Small_Fan_Out,"
HATINAHAMA,Tracy,8600542721,9544921548,730.69,52262,51531.31,us dollar,Rands,South Africa,Spain,Cross-border,1,"Behavioural_Change_1,"
Jones,Dalton,4307480727,8484256404,5475.56,22215,16739.44,us dollar,Rands,ZIM,Spain,Cross-border,0,"Normal_Small_Fan_Out,"
Lowe,BEST,531041847,6459572017,179877.79,12650928.91,12830806.7,us dollar,US dollar,ZIM,Spain,Cross-border,1,"Behavioural_Change_1,"
Manyise,MUNASHE JOSEPH,1491989064,9460624653,332136.26,21900000,22182375.79,us dollar,US dollar,ZIM,Spain,Cross-border,0,"Normal_Fan_Out,"
